SAMPN,PERNO,PLANO,TOTTR,HHMEM,PER1,PER2,PER3,PER4,PER5,NONHH,MODE,VEHNO,DYGOV,PRKTY,O_PRKTY,PXSTR,PRKMIN,PAYPK,PKAMT,PKUNT,PRKHW,O_PRKHW,EMPARK,TRANSYS,O_TRANSYS,ROUTE,ACTCNT,ARR_HR,ARR_MIN,DEP_HR,DEP_MIN,TRIPDUR,ACTDUR,PNAME,CITY,STATE,ZIP,TripDistance,TripDistanceFlag,AirTripDistance,CTFIP,TRACT,PPrimaryCity,PSTFIP,PERWGT,EXPPERWGT,TRIPNO,TCF,TCFPERWGT,EXPTCFPERWGT,orgin sheet,ACTNO,ACTOTH,ACTHH,ACTOR,ACTWK,ACTSC,ACTRG,ACTFR,ACTOT,APURP,O_APURP,STIME,ETIME,RECMODE,RETMODE,INCEN,ILANG,AREA,STRATA,STYPE,CEC,GTYPE,GFLAG,RIBUS,HHVEH,HHBIC,VEHNEW,BUYER1,BUYER2,BUYER3,BUYER4,BUYER5,BUYER6,BUYER7,BUYER8,RESTY,O_RESTY,OWN,O_OWN,TEN,PREVCITY,PREVSTAT,PREVZIP,PHLNS,INCOM,HHSIZ,NONRELAT,HHEMP,HHSTU,HHLIC,RECDate,ASSN,DOW,HTRIPS,HCITY,HSTAT,HZIP,HHNOV1,HHNOV2,HHNOV3,HHNOV4,HHNOV5,HHNOV6,HHNOV7,HHNOV8,VEHOP,VEHPR,VEDTE,CMPLD,LDPER1,LDPER2,LDPER3,LDPER4,LDPER5,LDPER6,LDPER7,LDPER8,LDTRP,LDFlag,HPFlag,HH_Complete,GPS_Complete,HCTRACT,HPrimaryCity,HSTFIP,MTC_FInalFlag,HHWGT,EXPHHWGT,GPS_MTC,LDNO,LDDAT,LDORG,LDOPNM,LDOCITY,LDOST,LDOZIP,LDOCNTR,LDDPNM,LDDCITY,LDDST,LDDZIP,LDDCNTR,LDTPURP,O_LDTPUPR,LDWHO,LDMHH,LDINI1,LDINI2,LDINI3,LDINI4,LDINI5,LDINI6,LDINI7,LDINI8,LDMODE1,LDMODE2,LDMODE3,LDMODE4,MAXDATE,LDTIM,LDDPPNM,LDDPMODE1,LDDPMODE2,LDDPMODE3,LDDPMODE4,LDARPNM,LDARMODE1,LDARMODE2,LDARMODE3,LDARMODE4,LDDCTFIP,LDOCTFIP,LDDCTRACT,LDOCTRACT,ReturnHomeTripFlag,LDOPrimaryCity,LDOSTFIP,LDDPrimaryCity,LDDSTFIP,ID,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME,WCITY,WSTAT,WZIP,WXST1,WXST2,WXCORD,WYCORD,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2,WCITY2,WSTAT2,WZIP2,WXST2_1,WXST2_2,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME,SCITY,SSTAT,SZIP,SXST1,SXST2,SXCORD,SYCORD,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP,WTRACT,SCTFIP,STRACT,WPrimaryCity,WSTFIP,W2PrimaryCity,W2STFIP,SPrimaryCity,SSTFIP,YEAR,BODY,O_BODY,FUELT1,FUELT2,FUELT3,FUELT4,FUELT5,FUELT6,O_FUELT,CIGLT,VEHAQ,VEHOWN,O_VEHOWN,VEHINS,VEHOBD,VEHTRN,VEHDRT,O_VEHDRT,VEHCYL,O_VEHCYL,VEHOUT,VEHVLT,VEHT,CNTV,WYCNTV,O_WYCNTV
1032036.0,1.0,5.0,2.0,1.0,2.0,,,,,0.0,5.0,1.0,1.0,3.0,,REDACTED,1.0,2.0,,,,,,,,,1.0,17.0,55.0,18.0,40.0,15.0,45.0,REDACTED,SAN DIEGO,CA,92111,6.45112610747416,,3.423214869292647,073,001000,SAN DIEGO,06,1.2239735820490067,414.7014943176945,4.0,1.0119047619047619,1.2385446961210187,419.6384168690956,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,1.0,6.0,2.0,1.0,2.0,,,,,0.0,5.0,1.0,,,,,,,,,,,,,,,2.0,19.0,0.0,2.0,59.0,20.0,479.0,REDACTED,SAN DIEGO,CA,92127,17.6571720501284,,15.176483902687565,073,017030,SAN DIEGO,06,1.2239735820490067,414.7014943176945,5.0,1.0119047619047619,1.2385446961210187,419.6384168690956,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,8.0,32.0,,332.0,REDACTED,SAN DIEGO,CA,92127,,,,073,017030,SAN DIEGO,06,0.863473424713212,292.55837281449504,,,,,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,2.0,2.0,0.0,,,,,,1.0,6.0,97.0,1.0,,,,,,,,,,,,,,1.0,8.0,50.0,9.0,0.0,18.0,10.0,REDACTED,ESCONDIDO,CA,92027,10.4666165558398,,6.972308219227069,073,003504,ESCONDIDO,06,0.863473424713212,292.55837281449504,1.0,1.089461713419257,0.9407212367800497,318.73114612162954,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,3.0,2.0,0.0,,,,,,1.0,6.0,97.0,1.0,,,,,,,,,,,,,,1.0,9.0,14.0,10.0,30.0,14.0,76.0,REDACTED,ESCONDIDO,CA,92025,3.76948364870251,,2.756112694835343,073,002001,ESCONDIDO,06,0.863473424713212,292.55837281449504,2.0,1.089461713419257,0.9407212367800497,318.73114612162954,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,4.0,2.0,0.0,,,,,,1.0,6.0,97.0,,,,,,,,,,,,,,,1.0,10.0,50.0,11.0,10.0,20.0,20.0,REDACTED,SAN DIEGO,CA,92127,4.8951577407554,,4.219207971336879,073,017030,SAN DIEGO,06,0.863473424713212,292.55837281449504,3.0,0.9927710843373494,0.8572314481490201,290.44349301101676,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,5.0,3.0,1.0,3.0,,,,,1.0,6.0,97.0,1.0,,,,,,,,,,,,,,1.0,11.0,30.0,11.0,31.0,20.0,1.0,REDACTED,SAN DIEGO,CA,92128,3.61905686955379,,2.7407485888129535,073,017051,SAN DIEGO,06,0.863473424713212,292.55837281449504,4.0,1.089461713419257,0.9407212367800497,318.73114612162954,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,6.0,3.0,1.0,3.0,,,,,1.0,6.0,97.0,1.0,,,,,,,,,,,,,,1.0,11.0,45.0,11.0,52.0,14.0,7.0,REDACTED,SAN DIEGO,CA,92128,2.54584901604197,,1.3011954430215353,073,000204,SAN DIEGO,06,0.863473424713212,292.55837281449504,5.0,1.089461713419257,0.9407212367800497,318.73114612162954,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,7.0,3.0,1.0,3.0,,,,,1.0,6.0,97.0,1.0,,,,,,,,,,,,,,1.0,12.0,0.0,12.0,15.0,8.0,15.0,REDACTED,SAN DIEGO,CA,92128,2.54584901604197,,1.3011954430215353,073,017051,SAN DIEGO,06,0.863473424713212,292.55837281449504,6.0,1.219836956521739,1.0532967944395675,356.87351509898593,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,8.0,1.0,0.0,,,,,,0.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,12.0,25.0,12.0,30.0,10.0,5.0,REDACTED,SAN DIEGO,CA,92128,2.54584901604197,,1.3011954430215353,073,000204,SAN DIEGO,06,0.863473424713212,292.55837281449504,7.0,1.219836956521739,1.0532967944395675,356.87351509898593,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,9.0,1.0,0.0,,,,,,0.0,5.0,1.0,2.0,,,,,,,,,,,,,,1.0,12.0,40.0,12.0,50.0,10.0,10.0,REDACTED,SAN DIEGO,CA,92128,2.54584901604197,,1.3011954430215353,073,017051,SAN DIEGO,06,0.863473424713212,292.55837281449504,8.0,1.219836956521739,1.0532967944395675,356.87351509898593,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,10.0,1.0,0.0,,,,,,0.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,12.0,55.0,13.0,5.0,5.0,10.0,REDACTED,SAN DIEGO,CA,92128,2.54584901604197,,1.3011954430215353,073,000204,SAN DIEGO,06,0.863473424713212,292.55837281449504,9.0,1.219836956521739,1.0532967944395675,356.87351509898593,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,11.0,1.0,0.0,,,,,,0.0,5.0,1.0,1.0,9.0,,,,,,,,,,,,,1.0,13.0,10.0,15.0,30.0,5.0,140.0,REDACTED,SAN DIEGO,CA,92128,2.54584901604197,,1.3011954430215353,073,017051,SAN DIEGO,06,0.863473424713212,292.55837281449504,10.0,1.219836956521739,1.0532967944395675,356.87351509898593,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,12.0,5.0,4.0,1.0,3.0,4.0,5.0,,0.0,6.0,1.0,,,,,,,,,,,,,,,1.0,15.0,50.0,16.0,30.0,20.0,40.0,REDACTED,SAN DIEGO,CA,92127,3.58794972542829,,2.7407485888129535,073,017030,SAN DIEGO,06,0.863473424713212,292.55837281449504,11.0,0.9806560134566863,0.8467704064050506,286.8991275876377,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,13.0,2.0,1.0,1.0,,,,,0.0,6.0,1.0,1.0,,,,,,,,,,,,,,1.0,16.0,55.0,17.0,40.0,25.0,45.0,REDACTED,MISSION VALLEY,CA,92108,17.6571720501284,,17.693651083793032,073,941200,SAN DIEGO,06,0.863473424713212,292.55837281449504,12.0,0.9064449064449065,0.7826910876818305,265.18804687550903,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,14.0,2.0,1.0,1.0,,,,,0.0,6.0,1.0,1.0,,,,,,,,,,,,,,1.0,17.0,55.0,18.0,40.0,15.0,45.0,REDACTED,SAN DIEGO,CA,92111,5.11367601454389,,3.423214869292647,073,001000,SAN DIEGO,06,0.863473424713212,292.55837281449504,13.0,0.9806560134566863,0.8467704064050506,286.8991275876377,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,15.0,2.0,1.0,1.0,,,,,0.0,6.0,1.0,,,,,,,,,,,,,,,1.0,19.0,0.0,20.0,0.0,20.0,60.0,REDACTED,SAN DIEGO,CA,92127,15.1764839026876,,15.176483902687565,073,017030,SAN DIEGO,06,0.863473424713212,292.55837281449504,14.0,0.9806560134566863,0.8467704064050506,286.8991275876377,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,16.0,1.0,0.0,,,,,,0.0,5.0,97.0,1.0,9.0,,,,,,,,,,,,,1.0,20.0,15.0,20.0,35.0,15.0,20.0,REDACTED,SAN DIEGO,CA,92128,5.11367601454389,,3.506347053339161,073,001403,SAN DIEGO,06,0.863473424713212,292.55837281449504,15.0,0.9927710843373494,0.8572314481490201,290.44349301101676,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,17.0,2.0,0.0,,,,,,1.0,6.0,97.0,1.0,,,,,,,,,,,,,,1.0,20.0,40.0,20.0,55.0,5.0,15.0,REDACTED,SAN DIEGO,CA,92128,0.632493158523077,,0.5604361769055277,073,000203,SAN DIEGO,06,0.863473424713212,292.55837281449504,16.0,1.1105263157894736,0.9589099611288827,324.89377191504445,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,18.0,2.0,0.0,,,,,,1.0,6.0,97.0,1.0,,,,,,,,,,,,,,1.0,21.0,5.0,21.0,25.0,10.0,20.0,REDACTED,SAN DIEGO,CA,92128,2.70200786925561,,2.0713544745150907,073,000802,SAN DIEGO,06,0.863473424713212,292.55837281449504,17.0,1.1105263157894736,0.9589099611288827,324.89377191504445,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,2.0,19.0,2.0,0.0,,,,,,1.0,6.0,97.0,,,,,,,,,,,,,,,1.0,21.0,31.0,2.0,59.0,6.0,328.0,REDACTED,SAN DIEGO,CA,92127,1.61224978733745,,1.1243278227738702,073,017030,SAN DIEGO,06,0.863473424713212,292.55837281449504,18.0,1.1105263157894736,0.9589099611288827,324.89377191504445,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,11.0,10.0,,490.0,REDACTED,SAN DIEGO,CA,92127,,,,073,017030,SAN DIEGO,06,0.9414117408890711,318.96509977066523,,,,,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032036.0,3.0,2.0,3.0,1.0,2.0,,,,,1.0,6.0,97.0,1.0,,,,,,,,,,,,,,1.0,11.0,30.0,11.0,31.0,20.0,1.0,REDACTED,SAN DIEGO,CA,92128,3.61905686955379,,2.7407485888129535,073,017051,SAN DIEGO,06,0.9414117408890711,318.96509977066523,1.0,1.5971337579617835,1.5035604715155069,509.42992845537776,Deliv_PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
