latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,
37.785587,-122.40964,18,-28800,America/Los_Angeles,PST,,,,,
,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h)
1299657600,3,15.6,8.1,10.9,9.7,42065.97,0,0,0,0
1299744000,53,13.7,7.4,10.5,8.6,42213.57,1.3,1.3,0,5
1299830400,3,13.3,7.2,9.8,7.3,42361.45,0,0,0,0
1299916800,3,14,6.1,10.4,8.6,42509.48,0,0,0,0
1300003200,55,15.1,7.7,11.7,9.3,42657.59,8.3,8.3,0,11
1300089600,55,16.4,11.9,13.3,13.1,42805.67,1.5,1.5,0,4
1300176000,63,15.1,11.3,13.1,11.6,42953.61,15.6,15.6,0,16
1300262400,53,14,8,11.7,9,43101.32,1.9,1.9,0,6
1300348800,51,13.6,6.8,10.3,8,43248.71,0.1,0.1,0,1
1300435200,63,11.8,7.5,9.8,5.7,43395.67,18.8,18.8,0,23
1300521600,63,10.9,8,9.6,4.8,43542.11,27.4,27.4,0,18
1300608000,61,12.2,7.9,9.8,6.1,43687.92,11.2,11.2,0,18
1300694400,51,12.5,6.7,9.2,5.6,43833.01,0.8,0.8,0,3
1300780800,61,13.2,6.7,9.6,5.9,43977.8,6.5,6.5,0,13
1300867200,61,13.2,9,10.6,6.6,44123.16,13,13,0,18
1300953600,63,10.5,8.6,9.4,4.4,44269.02,22.2,22.2,0,22
1301040000,53,12.9,7.6,10.4,7.2,44415.29,5.4,5.4,0,15
1301126400,61,12.9,7.6,10.8,7.7,44561.88,11.8,11.8,0,11
1301212800,53,12.8,7.5,10.3,7.6,44708.7,1.3,1.3,0,4
1301299200,3,15,6.5,10.6,7.8,44855.66,0,0,0,0
1301385600,3,16.6,7,11.7,9,45002.66,0,0,0,0
1301472000,3,23.5,10,15.7,14.5,45149.62,0,0,0,0
1301558400,3,22.8,11.5,16.4,16.8,45296.43,0,0,0,0
1301644800,3,22.7,11.5,16.1,16.1,45443.02,0,0,0,0
1301731200,3,17.1,10.1,13.1,10.2,45589.28,0,0,0,0
1301817600,3,17.3,7.3,12.1,9.5,45735.11,0,0,0,0
1301904000,3,21.1,7.4,14,12.7,45880.42,0,0,0,0
1301990400,3,16.8,8.6,12.3,9.4,46025.11,0,0,0,0
1302076800,3,14.9,7.3,10.8,6.3,46169.09,0,0,0,0
1302163200,51,10.6,6.7,8.5,3.4,46312.25,0.8,0.8,0,3
1302249600,51,12.6,3.1,8.4,5.2,46454.48,0.2,0.2,0,1
1302336000,3,14.1,4.3,9.5,6.3,46595.68,0,0,0,0
1302422400,3,13.3,6.3,9.8,7.1,46735.76,0,0,0,0
1302508800,3,14.2,8.1,10.8,8.2,46875.11,0,0,0,0
1302595200,2,13.6,5.8,9.3,5.7,47014.54,0,0,0,0
1302681600,51,13.1,7.6,10.1,6.1,47154.01,0.4,0.4,0,2
1302768000,3,14.1,4.7,9.8,7.4,47293.41,0,0,0,0
1302854400,3,16.2,8,12.2,10.6,47432.64,0,0,0,0
1302940800,3,18.2,11,13.8,12.1,47571.63,0,0,0,0
1303027200,3,16.1,10.9,12.9,10.4,47710.25,0,0,0,0
1303113600,51,15.1,10.7,12.7,11.2,47848.43,0.4,0.4,0,2
1303200000,3,15.8,9.8,12.3,11.2,47986.05,0,0,0,0
1303286400,51,16.1,9.9,12.8,10.5,48123.02,0.8,0.8,0,5
1303372800,53,15.1,8.5,11.8,8.9,48259.22,1.7,1.7,0,4
1303459200,3,13.1,6.9,10.1,7.3,48394.56,0,0,0,0
1303545600,51,14.3,8.8,11.7,9.8,48528.92,1.5,1.5,0,9
1303632000,51,15.3,10.6,12.8,10.3,48662.2,1.5,1.5,0,8
1303718400,53,15.5,9.5,12.3,9.5,48794.28,1.8,1.8,0,5
1303804800,0,16.4,7.7,11.5,7.8,48925.05,0,0,0,0
1303891200,3,16.6,7.9,11.8,8.6,49054.39,0,0,0,0
1303977600,1,15.6,8,11.4,7.1,49182.17,0,0,0,0
1304064000,0,17.7,6.1,12.1,7.4,49308.28,0,0,0,0
1304150400,0,20.8,10.4,15.3,10.7,49432.59,0,0,0,0
1304236800,3,21.9,9.9,15.5,13.8,49555.47,0,0,0,0
1304323200,1,19.7,7.6,13.9,11.6,49677.7,0,0,0,0
1304409600,2,21.5,9,14.5,12.5,49799.2,0,0,0,0
1304496000,0,26.7,11.8,19.1,17.2,49919.86,0,0,0,0
1304582400,0,24.2,9.5,16.8,15.6,50039.59,0,0,0,0
1304668800,2,16.3,9.6,12.9,9.1,50158.28,0,0,0,0
1304755200,51,16.1,9.5,12.3,8.4,50275.82,0.7,0.7,0,2
1304841600,3,14.2,9.3,11.6,7.4,50392.1,0,0,0,0
1304928000,1,17.3,8,12.8,9.5,50507.01,0,0,0,0
1305014400,3,18.3,7.8,12.9,10.4,50620.43,0,0,0,0
1305100800,3,14,9.4,11.4,8.3,50732.25,0,0,0,0
1305187200,3,19.1,10,13.4,10.5,50842.34,0,0,0,0
1305273600,3,16.1,8.5,11.7,8.4,50950.59,0,0,0,0
1305360000,61,14,8.7,11.1,7.2,51056.88,6,6,0,5
1305446400,53,12.9,8,10.4,7.1,51161.07,7.2,7.2,0,15
1305532800,55,14.5,9.1,11.2,8.1,51263.05,6.9,6.9,0,12
1305619200,61,13.8,9.8,11.7,8.3,51362.68,7.4,7.4,0,17
1305705600,51,16.1,9.9,12.3,9.5,51459.84,0.4,0.4,0,2
1305792000,1,18.6,8.7,13.4,12.1,51554.39,0,0,0,0
1305878400,3,16.3,9.7,12.6,10.6,51646.19,0,0,0,0
1305964800,2,16.8,9.7,13,10,51735.51,0,0,0,0
1306051200,3,16.6,10,12.5,8.1,51822.99,0,0,0,0
1306137600,3,17.3,9.1,12.5,8.1,51908.57,0,0,0,0
1306224000,3,15.9,8.3,11.7,9.1,51992.14,0,0,0,0
1306310400,53,14.6,8.7,11.7,9.1,52073.62,2.6,2.6,0,6
1306396800,3,16.2,8.8,12.4,10.2,52152.94,0,0,0,0
1306483200,3,15.5,10,12.7,10.1,52229.98,0,0,0,0
1306569600,53,15.4,9,11.8,8.2,52304.69,2.3,2.3,0,4
1306656000,0,18.2,7.7,12.7,8.4,52376.94,0,0,0,0
1306742400,3,14,9.4,11.6,8.3,52446.66,0,0,0,0
1306828800,51,14.4,10.4,12.4,10.1,52513.76,1.8,1.8,0,7
1306915200,55,15.2,9.3,12.2,10,52578.14,1.9,1.9,0,5
1307001600,3,15.8,9.2,12.4,10.6,52639.71,0,0,0,0
1307088000,51,15.4,8.5,12.6,11.3,52698.39,1.8,1.8,0,6
1307174400,63,17.3,12.9,14.5,12.4,52754.07,28.3,28.3,0,13
1307260800,51,17.8,11.9,14.6,13.5,52806.67,0.5,0.5,0,3
1307347200,3,14.9,11.1,12.9,11,52856.1,0,0,0,0
1307433600,3,17.6,10.4,13.7,12.4,52902.26,0,0,0,0
1307520000,3,16.5,11,13.2,11.9,52945.06,0,0,0,0
1307606400,3,17.4,10.9,13.7,12.9,52984.42,0,0,0,0
1307692800,2,17.9,11,13.9,11.4,53020.43,0,0,0,0
1307779200,3,16.4,10.6,13,9.6,53053.34,0,0,0,0
1307865600,3,17.9,10.7,13.8,12,53083.16,0,0,0,0
1307952000,2,20.1,11.6,15.8,14.3,53109.88,0,0,0,0
1308038400,3,22.8,11.3,16.8,16.1,53133.46,0,0,0,0
1308124800,1,24.7,12.1,18,16.8,53153.91,0,0,0,0
1308211200,3,21.3,10.6,16.1,14.4,53171.21,0,0,0,0
1308297600,2,19,10.9,14.3,12.8,53185.35,0,0,0,0
1308384000,3,19.3,10.9,14.7,13.3,53196.32,0,0,0,0
1308470400,3,25.4,12.1,18.5,17.9,53204.12,0,0,0,0
1308556800,3,28.1,12.3,19.4,19.3,53208.74,0,0,0,0
1308643200,3,27.2,12.9,18.9,18.9,53210.17,0,0,0,0
1308729600,3,20.1,12.5,15.7,14.5,53208.41,0,0,0,0
1308816000,3,20.6,11.7,15.4,12.9,53203.46,0,0,0,0
1308902400,1,20.3,10.7,14.9,13,53195.32,0,0,0,0
1308988800,3,17.6,11,13.9,12,53183.98,0,0,0,0
1309075200,1,20.6,11.3,15.3,13.8,53169.46,0,0,0,0
1309161600,3,17.6,11.5,14.2,12.2,53151.75,0,0,0,0
1309248000,63,15.6,12.5,13.8,12.7,53130.86,13.1,13.1,0,10
1309334400,3,16.6,11.7,13.9,12.4,53106.81,0,0,0,0
1309420800,3,19.9,11.4,15.4,15,53079.44,0,0,0,0
1309507200,0,23.3,11.9,17.2,17.1,53048.57,0,0,0,0
1309593600,3,23.7,12.7,17.7,17.5,53014.27,0,0,0,0
1309680000,0,27.4,12.6,19.8,19.3,52976.61,0,0,0,0
1309766400,0,23.6,12.4,17.8,17.1,52935.69,0,0,0,0
1309852800,3,25.1,11.5,17.6,17.4,52891.57,0,0,0,0
1309939200,3,23.7,12,16.8,16.4,52844.34,0,0,0,0
1310025600,3,20.9,11.5,15.5,14.9,52794.1,0,0,0,0
1310112000,3,22,11.7,15.9,15.3,52740.91,0,0,0,0
1310198400,3,18.5,11.3,14.4,12.5,52684.88,0,0,0,0
1310284800,3,20.7,11.3,15.4,13.5,52626.07,0,0,0,0
1310371200,3,16.8,11.4,13.8,10.8,52564.57,0,0,0,0
1310457600,3,17.3,11.6,14,11.6,52500.48,0,0,0,0
1310544000,3,17.3,12.4,14.3,11.9,52433.87,0,0,0,0
1310630400,3,17,11.6,13.8,11,52364.82,0,0,0,0
1310716800,3,17.1,11.6,14,11.7,52293.43,0,0,0,0
1310803200,3,18.4,12.5,15,13.7,52219.78,0,0,0,0
1310889600,3,18.3,12.7,14.8,13.5,52143.94,0,0,0,0
1310976000,3,20.6,11.6,16.1,15.6,52066,0,0,0,0
1311062400,3,22.1,13.6,17.3,16.6,51986.05,0,0,0,0
1311148800,0,25.2,12.7,18.2,17.9,51903.78,0,0,0,0
1311235200,3,23.2,12.9,16.8,16.4,51818.62,0,0,0,0
1311321600,3,22.1,13.4,16.5,15.9,51730.68,0,0,0,0
1311408000,3,19.5,12.6,15.5,14.4,51640.09,0,0,0,0
1311494400,3,19.6,12,14.7,13.3,51546.98,0,0,0,0
1311580800,3,19.4,12.1,15.2,13.5,51451.48,0,0,0,0
1311667200,3,20.2,12.2,15.5,14.3,51353.72,0,0,0,0
1311753600,3,22.6,12.4,16.3,16,51253.82,0,0,0,0
1311840000,3,21.7,12,15.8,15.1,51151.89,0,0,0,0
1311926400,3,20.5,11.7,15.1,14,51048.07,0,0,0,0
1312012800,3,20,12.5,15.3,14,50942.47,0,0,0,0
1312099200,3,19.7,12.3,15.1,14,50835.21,0,0,0,0
1312185600,3,19.2,11.5,14.6,13.3,50726.4,0,0,0,0
1312272000,3,20.9,11.1,15.4,14.4,50616.16,0,0,0,0
1312358400,3,21.3,12.4,16,14.8,50504.59,0,0,0,0
1312444800,3,18.3,13.2,15.1,13,50391.82,0,0,0,0
1312531200,3,20.8,13.2,15.7,15.2,50277.93,0,0,0,0
1312617600,3,19.4,13.1,15.3,14.1,50163.05,0,0,0,0
1312704000,3,18.6,13,15.1,13.6,50047.26,0,0,0,0
1312790400,3,19.5,12.3,15.2,13.9,49930.68,0,0,0,0
1312876800,3,20.8,12.3,15.6,14.7,49812.93,0,0,0,0
1312963200,3,20.5,12.3,15.7,14.9,49693.27,0,0,0,0
1313049600,3,19.9,13,15.6,14.4,49571.8,0,0,0,0
1313136000,3,19.7,12.4,15.5,14.5,49448.64,0,0,0,0
1313222400,3,21.5,12.5,16.3,15,49323.91,0,0,0,0
1313308800,3,21.5,12.5,16.1,14.6,49197.74,0,0,0,0
1313395200,1,21.8,12,16.4,15.4,49070.23,0,0,0,0
1313481600,3,19.9,12.9,15.7,14.9,48941.51,0,0,0,0
1313568000,3,19.9,12.7,15.6,14.6,48811.67,0,0,0,0
1313654400,3,19.7,12.6,15.5,14.4,48680.84,0,0,0,0
1313740800,3,18.7,12.8,14.9,13.5,48549.11,0,0,0,0
1313827200,3,18.7,12.5,14.8,13.8,48416.6,0,0,0,0
1313913600,3,19.2,12.8,15.1,14.2,48283.4,0,0,0,0
1314000000,3,20.8,12.5,15.7,15,48149.61,0,0,0,0
1314086400,3,25.8,13.2,18,18.3,48015.34,0,0,0,0
1314172800,3,22.5,13.9,17,16.9,47880.68,0,0,0,0
1314259200,3,21.1,14,16.5,16.1,47745.73,0,0,0,0
1314345600,3,21.6,13.2,16,15.3,47610.58,0,0,0,0
1314432000,3,20.4,13,15.5,14.9,47475.32,0,0,0,0
1314518400,3,21.1,12.4,15.6,15.2,47340.05,0,0,0,0
1314604800,3,21.3,12.8,16.1,14.8,47204.38,0,0,0,0
1314691200,3,20,12.4,15.3,14.2,47067.52,0,0,0,0
1314777600,3,20.9,12.6,15.9,15.2,46929.55,0,0,0,0
1314864000,3,24.7,11.8,17,16.6,46790.6,0,0,0,0
1314950400,3,25.4,12.1,17.5,17.3,46650.74,0,0,0,0
1315036800,3,20.7,12.4,15.3,14.6,46510.09,0,0,0,0
1315123200,3,19.2,11.4,14.5,13.5,46368.72,0,0,0,0
1315209600,3,18.9,10.9,13.9,12.3,46226.74,0,0,0,0
1315296000,3,23.2,11.8,16.2,15.7,46084.24,0,0,0,0
1315382400,3,25.1,11.5,16.8,16.3,45941.32,0,0,0,0
1315468800,3,20.3,10.9,14.6,13.4,45798.05,0,0,0,0
1315555200,3,21.9,12.6,16.2,15.7,45654.54,0,0,0,0
1315641600,3,21.8,13.1,17.1,16.9,45510.87,0,0,0,0
1315728000,3,21.2,13.7,16.8,16.7,45367.12,0,0,0,0
1315814400,3,20.9,13.3,15.9,15.3,45223.39,0,0,0,0
1315900800,3,20.8,12.6,15.6,15,45079.75,0,0,0,0
1315987200,3,18.6,13.2,15.3,14,44936.3,0,0,0,0
1316073600,3,18.6,12.7,15.1,13.3,44793.12,0,0,0,0
1316160000,2,21.1,12.2,16,14.6,44650.29,0,0,0,0
1316246400,2,22.8,11.8,16.8,16,44507.9,0,0,0,0
1316332800,0,26.6,11.7,18.2,17.9,44365.54,0,0,0,0
1316419200,2,29.4,13,19.6,19.7,44222.41,0,0,0,0
1316505600,2,28.6,13.8,19.4,19.5,44078.58,0,0,0,0
1316592000,3,26.9,12.9,18.2,18.3,43934.15,0,0,0,0
1316678400,3,24.4,13,17.3,17.3,43789.21,0,0,0,0
1316764800,3,25.3,13.8,17.8,18,43643.85,0,0,0,0
1316851200,3,17.9,13.4,15.5,14,43498.17,0,0,0,0
1316937600,53,18.3,14.4,16.3,15.7,43352.25,1.3,1.3,0,4
1317024000,1,21.9,11.4,16.3,15.4,43206.18,0,0,0,0
1317110400,2,26.2,12,18.5,18.1,43060.06,0,0,0,0
1317196800,2,29.1,14.6,20.3,20.9,42913.98,0,0,0,0
1317283200,3,21.9,14,17.4,17.5,42768.03,0,0,0,0
1317369600,3,20,14.8,16.6,15.7,42622.29,0,0,0,0
1317456000,3,20.8,15.1,17.3,16.5,42476.88,0,0,0,0
1317542400,3,19.9,14,16,15.8,42331.86,0,0,0,0
1317628800,53,17.8,12.2,15.1,13.7,42187.34,4.1,4.1,0,11
1317715200,61,17.9,13.6,15.4,14.1,42043.41,6.4,6.4,0,6
1317801600,63,15.9,12.4,14.2,11.6,41900.18,9.5,9.5,0,9
1317888000,55,16.9,11.5,13.8,12.2,41757.71,2.9,2.9,0,8
1317974400,2,18.1,10.3,14,13.4,41616.13,0,0,0,0
1318060800,2,19.7,11.3,14.8,14.4,41475,0,0,0,0
1318147200,3,19.4,12.4,15,14.9,41333.42,0,0,0,0
1318233600,53,17,14.4,15.9,15.9,41191.5,3.1,3.1,0,14
1318320000,51,20.6,14.7,17.1,17.5,41049.33,0.9,0.9,0,6
1318406400,3,23,12.9,17.2,16.8,40907.02,0,0,0,0
1318492800,3,26.5,13.6,19.5,19.5,40764.67,0,0,0,0
1318579200,3,27.2,13.7,20,20.5,40622.38,0,0,0,0
1318665600,3,20.6,13.6,16.6,16.8,40480.27,0,0,0,0
1318752000,3,20.1,14,16.4,16.5,40338.44,0,0,0,0
1318838400,3,26.4,13.2,18.3,18.8,40197,0,0,0,0
1318924800,3,20.2,13.7,15.8,15.4,40056.07,0,0,0,0
1319011200,3,18.7,13.7,15.3,13.8,39915.75,0,0,0,0
1319097600,3,18.4,13.2,14.9,13.8,39776.16,0,0,0,0
1319184000,3,20.7,11.5,15.6,14.6,39637.41,0,0,0,0
1319270400,3,25.9,12,18.2,17.7,39499.63,0,0,0,0
1319356800,3,26.8,12.2,18.8,18.1,39362.94,0,0,0,0
1319443200,3,18.2,11.8,14.6,13.9,39227.45,0,0,0,0
1319529600,1,19.3,11.4,14.2,13.2,39093.3,0,0,0,0
1319616000,2,20.8,9.6,14.9,13,38960.61,0,0,0,0
1319702400,3,21.6,10.7,15.5,13.8,38829.5,0,0,0,0
1319788800,0,21.8,11.6,15.8,13.7,38699.52,0,0,0,0
1319875200,2,22.8,10.8,15.3,14.1,38569.71,0,0,0,0
1319961600,2,23.2,12.2,16.2,15.9,38440.17,0,0,0,0
1320048000,3,21.3,12.4,15.5,14.9,38311.02,0,0,0,0
1320134400,1,23.6,11.5,17.4,13.9,38182.38,0,0,0,0
1320220800,1,23.2,11.3,16.1,12.4,38054.39,0,0,0,0
1320307200,51,14.3,8.2,11.2,8.5,37927.18,1.2,1.2,0,6
1320393600,51,14.5,6.5,10.4,7.3,37800.88,0.9,0.9,0,4
1320480000,61,13.4,8.1,10.8,7.2,37675.62,9,9,0,9
1320566400,2,13.8,7.9,10.8,7.9,37551.54,0,0,0,0
1320652800,0,13.9,6.7,10,8.1,37428.78,0,0,0,0
1320739200,3,15.3,7.6,10.6,9,37307.49,0,0,0,0
1320825600,3,17,5.2,10.8,8.3,37187.81,0,0,0,0
1320912000,1,18.2,5,11.3,9.2,37069.89,0,0,0,0
1320998400,61,13.2,7.5,10.7,8.6,36953.88,8.5,8.5,0,13
1321084800,53,15.6,8.8,12,10.5,36839.94,1.6,1.6,0,3
1321171200,3,16.6,8.4,11.7,10.2,36728.22,0,0,0,0
1321257600,3,16,9.4,11.9,9.5,36618.88,0,0,0,0
1321344000,3,16.6,7.4,11.5,9.6,36512.08,0,0,0,0
1321430400,3,16.3,7.4,11.3,9.7,36407.99,0,0,0,0
1321516800,51,14.9,9,11.9,10.2,36306.19,0.3,0.3,0,2
1321603200,51,12.8,8.8,10.8,8.2,36205.78,1.6,1.6,0,9
1321689600,63,12.5,5.8,9.5,6.1,36106.84,10.4,10.4,0,5
1321776000,63,14.1,7.4,10.7,8.1,36009.5,8.2,8.2,0,12
1321862400,3,13.3,6.2,9.5,7.4,35913.89,0,0,0,0
1321948800,3,14.8,8.1,10.9,8.3,35820.14,0,0,0,0
1322035200,51,14.5,9.2,11.8,8.8,35728.37,0.4,0.4,0,2
1322121600,55,13.2,8.4,11.7,9.6,35638.7,6.4,6.4,0,10
1322208000,3,13.7,8.9,11.2,10.1,35551.28,0,0,0,0
1322294400,3,15.1,6.8,10.2,8.1,35466.24,0,0,0,0
1322380800,3,16.1,5.8,10,8.4,35383.71,0,0,0,0
1322467200,3,14.6,6.9,10.1,8.7,35303.82,0,0,0,0
1322553600,3,14.7,7.1,10.2,8.8,35226.72,0,0,0,0
1322640000,2,17,6.8,11.4,7.4,35152.55,0,0,0,0
1322726400,2,18.6,9.3,13.1,7.1,35081.44,0,0,0,0
1322812800,1,19.4,8.6,14,10,35013.53,0,0,0,0
1322899200,0,16.5,8.5,12,6.7,34948.96,0,0,0,0
1322985600,1,14.6,7.4,10.5,8.3,34887.88,0,0,0,0
1323072000,2,14.3,3.8,8.7,5.2,34830.42,0,0,0,0
1323158400,1,14.3,1.4,8.1,5.1,34776.73,0,0,0,0
1323244800,3,13.2,5.3,8.5,5.9,34726.6,0,0,0,0
1323331200,3,13.6,5.8,8.5,6.5,34679.49,0,0,0,0
1323417600,2,15.4,1.8,8.4,5.3,34635.43,0,0,0,0
1323504000,3,13.9,2.4,7.6,4.8,34594.46,0,0,0,0
1323590400,3,10.5,5.1,7.8,5.6,34556.65,0,0,0,0
1323676800,3,12.2,4.7,8.5,6.1,34522.02,0,0,0,0
1323763200,1,12.5,5.1,8.5,6.4,34490.63,0,0,0,0
1323849600,3,10.6,4.8,7.1,5.3,34462.52,0,0,0,0
1323936000,55,12.5,6.3,8.8,6.1,34437.74,3.8,3.8,0,7
1324022400,3,15.4,2.2,8.6,6.4,34416.33,0,0,0,0
1324108800,3,15.4,2.6,8.7,6.1,34398.32,0,0,0,0
1324195200,3,11,4.8,7.7,5.8,34383.77,0,0,0,0
1324281600,3,14.3,5.1,8.5,6.8,34372.69,0,0,0,0
1324368000,3,15,3.6,8.5,6.1,34365.14,0,0,0,0
1324454400,2,15.6,2.4,8.5,5.7,34361.14,0,0,0,0
1324540800,1,15.3,4.4,9,4.1,34360.73,0,0,0,0
1324627200,3,13.8,-0.6,7.5,4.7,34363.95,0,0,0,0
1324713600,2,13.1,0.9,6.6,2.7,34370.81,0,0,0,0
1324800000,3,12.6,0.2,5.9,2.6,34381.35,0,0,0,0
1324886400,3,10.6,3.6,7,4.8,34395.59,0,0,0,0
1324972800,3,13,3.1,8.1,5.7,34413.65,0,0,0,0
1325059200,3,14.8,5.3,10.2,8.7,34435.63,0,0,0,0
1325145600,3,13.6,10,11.7,11.3,34461.47,0,0,0,0
1325232000,51,13.2,8.2,11.3,10.1,34491.06,0.5,0.5,0,2
1325318400,3,15.9,4.8,9.5,6.6,34524.34,0,0,0,0
1325404800,3,17.9,6.4,10.7,7,34561.21,0,0,0,0
1325491200,3,13.1,6.4,9.7,8.1,34601.59,0,0,0,0
1325577600,3,14.3,7.3,9.6,8,34645.38,0,0,0,0
1325664000,3,18.2,4.7,10.7,8.2,34692.51,0,0,0,0
1325750400,1,15.8,7.6,11,8.7,34742.87,0,0,0,0
1325836800,3,12.6,6.3,8.9,6.6,34796.37,0,0,0,0
1325923200,3,18.2,4.6,10.7,7.3,34852.94,0,0,0,0
1326009600,3,18.1,5.4,11.4,7.4,34912.46,0,0,0,0
1326096000,2,16.3,2.9,10.1,7.3,34974.87,0,0,0,0
1326182400,2,16,1.3,9.4,7,35040.05,0,0,0,0
1326268800,2,17,2,9.5,6.9,35107.93,0,0,0,0
1326355200,2,17.3,3.1,9.9,6.6,35178.41,0,0,0,0
1326441600,2,17.8,2.7,9.4,5.9,35251.4,0,0,0,0
1326528000,2,16.8,3.5,9.2,6.5,35326.81,0,0,0,0
1326614400,3,10.7,4.1,7,2.4,35404.55,0,0,0,0
1326700800,0,10.2,2.4,6.1,1.3,35485,0,0,0,0
1326787200,3,9.9,2.2,5.9,2.8,35568.85,0,0,0,0
1326873600,3,11.5,2.1,7.3,4.8,35655.97,0,0,0,0
1326960000,61,10.9,4.2,8,4.6,35746.2,6.5,6.5,0,10
1327046400,63,12.9,10.2,11.8,8.3,35839.37,28.7,28.7,0,22
1327132800,61,12.7,6.7,10.2,6,35935.32,6,6,0,11
1327219200,61,11.6,5.9,9.4,5.7,36033.89,12,12,0,15
1327305600,63,13,7.5,11,7.5,36134.93,11.5,11.5,0,7
1327392000,3,12.4,6.5,9.4,7.8,36238.28,0,0,0,0
1327478400,3,15.9,8.5,11.3,10.6,36343.8,0,0,0,0
1327564800,3,13.4,9.5,11.8,11,36451.32,0,0,0,0
1327651200,3,16.1,8,10.9,9,36560.71,0,0,0,0
1327737600,3,15.5,4,9.4,5.9,36671.81,0,0,0,0
1327824000,3,15.2,2.4,8.4,6,36784.5,0,0,0,0
1327910400,3,13.2,7.1,9.9,8.1,36898.61,0,0,0,0
1327996800,3,11.6,7.1,9,7.3,37014.03,0,0,0,0
1328083200,51,13.6,7,10.1,7.9,37130.61,0.4,0.4,0,3
1328169600,3,16.5,6.7,10.8,9.2,37248.22,0,0,0,0
1328256000,3,15.1,4.8,9.7,7.5,37366.73,0,0,0,0
1328342400,3,16.7,4,10.4,8.2,37486.01,0,0,0,0
1328428800,3,17.2,4.5,10.4,7.8,37606.54,0,0,0,0
1328515200,53,17.5,5.8,11.1,8.5,37729.3,1,1,0,2
1328601600,61,13.3,10.1,11.6,9.1,37854.14,13.4,13.4,0,11
1328688000,3,16.4,6,11.1,9.8,37980.92,0,0,0,0
1328774400,3,17,4.6,10.4,9.2,38109.48,0,0,0,0
1328860800,51,14.4,6.6,10.8,9,38239.69,1.4,1.4,0,10
1328947200,51,13.7,8.7,11.2,8.6,38371.38,0.5,0.5,0,4
1329033600,53,12.9,6.8,9.3,7,38504.43,4.3,4.3,0,8
1329120000,53,12.3,7.3,9.4,4.5,38638.68,3.3,3.3,0,9
1329206400,51,13.1,5.2,8.8,5.3,38774.01,0.2,0.2,0,1
1329292800,51,14,5.4,9.4,4.4,38910.28,0.5,0.5,0,2
1329379200,3,16.1,4.1,9.3,6.2,39047.35,0,0,0,0
1329465600,3,14.3,5.5,9.6,7.8,39185.11,0,0,0,0
1329552000,3,13.3,7.1,10.1,6,39323.41,0,0,0,0
1329638400,3,11.6,6,8.1,4.5,39462.14,0,0,0,0
1329724800,51,13.3,7.5,10.3,8.6,39601.16,0.4,0.4,0,1
1329811200,3,16,7.6,11,9.9,39740.37,0,0,0,0
1329897600,3,20.1,9.2,13.3,11.2,39879.64,0,0,0,0
1329984000,2,20.8,7.9,13.6,9.9,40018.85,0,0,0,0
1330070400,3,18.9,9.8,13.5,10.2,40157.88,0,0,0,0
1330156800,3,14.8,6.7,10.1,5,40297.21,0,0,0,0
1330243200,3,12.1,2.8,7.5,3.7,40437.79,0,0,0,0
1330329600,3,11.3,4.2,7.9,4.4,40579.55,0,0,0,0
1330416000,51,10.9,4.8,8.1,3.7,40722.34,0.1,0.1,0,1
1330502400,61,11.6,7.3,9.5,5.6,40866.08,8.1,8.1,0,8
1330588800,53,12,6.7,8.8,5,41010.63,3.5,3.5,0,8
1330675200,2,15.7,3.7,9.5,6.8,41155.91,0,0,0,0
1330761600,3,17.9,3.7,10.9,8.9,41301.78,0,0,0,0
1330848000,1,19.5,6.2,12.7,11,41448.15,0,0,0,0
1330934400,3,14.7,5.6,9.9,7.3,41594.91,0,0,0,0
1331020800,51,12.7,6.6,9.3,3.3,41741.96,0.2,0.2,0,1
1331107200,0,16.5,3.9,9.6,5.6,41889.19,0,0,0,0
1331193600,3,18,6.5,11.2,9.6,42036.5,0,0,0,0
1331280000,2,18.2,6.7,11,9.1,42183.79,0,0,0,0
1331366400,3,13.1,5.5,9.1,6,42330.95,0,0,0,0
1331452800,51,11.8,7.1,9.5,6.8,42477.88,0.1,0.1,0,1
1331539200,51,14.5,4.3,10.1,6.8,42624.49,0.1,0.1,0,1
1331625600,61,12.3,11,11.7,7.4,42770.67,19.2,19.2,0,23
1331712000,61,12.7,11.7,12,9.4,42916.31,23.4,23.4,0,22
1331798400,53,14.8,11.3,12.5,11,43061.33,4.8,4.8,0,16
1331884800,61,13.5,9.4,11.8,8.9,43206.15,15.2,15.2,0,21
1331971200,3,11.2,5.9,8.3,3.8,43351.66,0,0,0,0
1332057600,3,10.2,5.8,7.5,1.4,43497.77,0,0,0,0
1332144000,3,11.5,3.7,7.8,4.9,43644.42,0,0,0,0
1332230400,3,15,8.6,11.3,9.6,43791.49,0,0,0,0
1332316800,3,15.9,9.7,12.1,11.5,43938.9,0,0,0,0
1332403200,3,12.2,7.3,10.3,7,44086.56,0,0,0,0
1332489600,3,13.8,5.7,9.7,6.5,44234.36,0,0,0,0
1332576000,61,10,7,8.3,5.5,44382.23,24.7,24.7,0,21
